ncm,nves,nves_nm,pais_origem,fob_kg_minimo_dolar_truncado,fob_kg_maximo_dolar_truncado,fob_kg_media_dolar_truncado,fob_kg_mediana_dolar_truncado,fob_kg_desvio_padrao_dolar_truncado,fob_kg_quartil1_truncado,fob_kg_quartil3_truncado,fob_ume_minimo_dolar_truncado,fob_ume_maximo_dolar_truncado,fob_ume_media_dolar_truncado,fob_ume_mediana_dolar_truncado,fob_ume_desvio_padrao_dolar_truncado,fob_ume_quartil1_truncado,fob_ume_quartil3_truncado,vmle_soma_dolar_truncado,peso_liq_soma_truncado,qtd_ume_soma_truncado,frete_minimo_dolar_truncado,frete_media_dolar_truncado,frete_mediana_dolar_truncado,frete_maximo_dolar_truncado,frete_desvio_padrao_dolar_truncado,seguro_minimo_dolar_truncado,seguro_media_dolar_truncado,seguro_mediana_dolar_truncado,seguro_maximo_dolar_truncado,seguro_desvio_padrao_dolar_truncado,ume,ncm_str
54075100,"SI.54075100.AA.0001,SI.54075100.AB.0004,SI.54075100.AC.9999,SI.54075100.AD.0002,SI.54075100.AE.0005","Composição: 100% Poliéster, Gramatura (g/m²): 149 - 100, Largura (m): Outros, Acabamento: Branqueado, fio de elastômero: 0","CHINA, REPUBLICA POPULAR",1.5,6.61,2.97,2.21,1.56,1.95,3.83,1.5,6.61,2.97,2.21,1.56,1.95,3.83,109000.0,41600.0,41600.0,36.1,370.0,280.0,799.0,284.0,0.0,2.34,0.975,12.3,3.96,Quilograma,54075100
54075100,"SI.54075100.AA.0001,SI.54075100.AB.0005,SI.54075100.AC.0001,SI.54075100.AD.0002,SI.54075100.AE.0005","Composição: 100% Poliéster, Gramatura (g/m²): 99 - 50, Largura (m): 2,50 - 2,01, Acabamento: Branqueado, fio de elastômero: 0","CHINA, REPUBLICA POPULAR",1.55,2.34,1.8,1.76,0.168,1.72,1.87,1.55,2.34,1.8,1.76,0.168,1.72,1.87,420000.0,226000.0,226000.0,54.5,551.0,335.0,4010.0,747.0,0.0,5.31,3.38,31.9,6.92,Quilograma,54075100
54075100,"SI.54075100.AA.0001,SI.54075100.AB.0005,SI.54075100.AC.0005,SI.54075100.AD.0002,SI.54075100.AE.0005","Composição: 100% Poliéster, Gramatura (g/m²): 99 - 50, Largura (m): 1,69 - 1,60, Acabamento: Branqueado, fio de elastômero: 0","CHINA, REPUBLICA POPULAR",1.61,2.02,1.8,1.77,0.135,1.71,1.89,1.61,2.02,1.8,1.77,0.135,1.71,1.89,321000.0,181000.0,181000.0,169.0,1580.0,1410.0,3110.0,1180.0,0.0,5.2,0.0,23.1,9.32,Quilograma,54075100
54075100,"SI.54075100.AA.0001,SI.54075100.AB.0005,SI.54075100.AC.9999,SI.54075100.AD.0002,SI.54075100.AE.0005","Composição: 100% Poliéster, Gramatura (g/m²): 99 - 50, Largura (m): Outros, Acabamento: Branqueado, fio de elastômero: 0","CHINA, REPUBLICA POPULAR",1.73,4.46,2.21,2.04,0.784,1.81,2.11,1.73,4.46,2.21,2.04,0.784,1.81,2.11,116000.0,61500.0,61500.0,48.6,504.0,256.0,2680.0,753.0,0.0,4.46,1.16,21.1,6.87,Quilograma,54075100
54075100,"SI.54075100.AA.0002,SI.54075100.AB.0003,SI.54075100.AC.0006,SI.54075100.AD.0002,SI.54075100.AE.0003","Composição: De  99% até 95% Poliéster, Gramatura (g/m²): 199 - 150, Largura (m): 1,59 - 1,50, Acabamento: Branqueado, fio de elastômero: 9% - 5%","CHINA, REPUBLICA POPULAR",1.05,2.01,1.5,1.46,0.357,1.27,1.73,1.05,2.01,1.5,1.46,0.357,1.27,1.73,68700.0,38300.0,38300.0,22.1,487.0,183.0,2810.0,947.0,0.0,0.0,0.0,0.0,0.0,Quilograma,54075100
54075100,"SI.54075100.AA.0002,SI.54075100.AB.0004,SI.54075100.AC.0006,SI.54075100.AD.0002,SI.54075100.AE.0003","Composição: De  99% até 95% Poliéster, Gramatura (g/m²): 149 - 100, Largura (m): 1,59 - 1,50, Acabamento: Branqueado, fio de elastômero: 9% - 5%","CHINA, REPUBLICA POPULAR",1.5,2.01,1.84,1.91,0.219,1.79,2.01,1.5,2.01,1.84,1.91,0.219,1.79,2.01,96100.0,54900.0,54900.0,64.1,821.0,495.0,3350.0,1060.0,0.0,3.55,0.0,26.8,9.44,Quilograma,54075100
54075100,"SI.54075100.AA.0003,SI.54075100.AB.0004,SI.54075100.AC.0006,SI.54075100.AD.0002,SI.54075100.AE.0003","Composição: De 94% até 90% Poliéster, Gramatura (g/m²): 149 - 100, Largura (m): 1,59 - 1,50, Acabamento: Branqueado, fio de elastômero: 9% - 5%","CHINA, REPUBLICA POPULAR",1.2,2.18,1.76,1.8,0.317,1.73,1.84,1.2,2.18,1.76,1.8,0.317,1.73,1.84,119000.0,63400.0,63400.0,222.0,1370.0,757.0,5000.0,1800.0,0.0,3.87,1.41,17.4,6.76,Quilograma,54075100
54075210,"SI.54075210.AA.0001,SI.54075210.AB.0002,SI.54075210.AC.9999,SI.54075210.AD.0005","Composição: 100% Poliéster, Gramatura (g/m²): 249 - 200, Largura (m): Outros, fio de elastômero: 0","CHINA, REPUBLICA POPULAR",1.55,5.1,2.54,2.32,0.995,1.98,2.81,1.55,5.1,2.54,2.32,0.995,1.98,2.81,290000.0,133000.0,133000.0,18.7,910.0,590.0,2900.0,1010.0,0.0,13.8,3.16,65.1,19.9,Quilograma,54075210
54075210,"SI.54075210.AA.0001,SI.54075210.AB.0003,SI.54075210.AC.0006,SI.54075210.AD.0005","Composição: 100% Poliéster, Gramatura (g/m²): 199 - 150, Largura (m): 1,59 - 1,50, fio de elastômero: 0","CHINA, REPUBLICA POPULAR",0.489,7.39,2.13,1.77,1.35,1.6,2.07,0.489,7.39,2.13,1.77,1.35,1.6,2.07,1160000.0,631000.0,631000.0,28.0,1510.0,1450.0,4370.0,1060.0,0.0,21.1,0.155,351.0,57.9,Quilograma,54075210
54075210,"SI.54075210.AA.0001,SI.54075210.AB.0003,SI.54075210.AC.9999,SI.54075210.AD.0005","Composição: 100% Poliéster, Gramatura (g/m²): 199 - 150, Largura (m): Outros, fio de elastômero: 0","CHINA, REPUBLICA POPULAR",1.33,4.45,2.45,2.25,0.856,1.88,2.95,1.33,4.45,2.45,2.25,0.856,1.88,2.95,511000.0,233000.0,233000.0,67.8,848.0,759.0,3060.0,738.0,0.0,22.6,2.67,247.0,59.0,Quilograma,54075210
54075210,"SI.54075210.AA.0001,SI.54075210.AB.0004,SI.54075210.AC.0005,SI.54075210.AD.0005","Composição: 100% Poliéster, Gramatura (g/m²): 149 - 100, Largura (m): 1,69 - 1,60, fio de elastômero: 0","CHINA, REPUBLICA POPULAR",1.57,2.26,2.02,2.03,0.199,1.94,2.14,1.57,2.26,2.02,2.03,0.199,1.94,2.14,368000.0,182000.0,182000.0,551.0,1470.0,1030.0,2700.0,827.0,0.0,21.2,0.0,85.2,35.9,Quilograma,54075210
54075210,"SI.54075210.AA.0001,SI.54075210.AB.0004,SI.54075210.AC.0006,SI.54075210.AD.0005","Composição: 100% Poliéster, Gramatura (g/m²): 149 - 100, Largura (m): 1,59 - 1,50, fio de elastômero: 0","CHINA, REPUBLICA POPULAR",0.476,4.12,1.65,1.55,0.503,1.49,1.6,0.476,4.12,1.65,1.55,0.503,1.49,1.6,1360000.0,885000.0,885000.0,50.6,1680.0,1360.0,4740.0,1090.0,0.0,14.0,9.66,86.8,21.6,Quilograma,54075210
54075210,"SI.54075210.AA.0001,SI.54075210.AB.0004,SI.54075210.AC.9999,SI.54075210.AD.0005","Composição: 100% Poliéster, Gramatura (g/m²): 149 - 100, Largura (m): Outros, fio de elastômero: 0","CHINA, REPUBLICA POPULAR",1.45,4.15,2.3,2.15,0.868,1.71,2.28,1.45,4.15,2.3,2.15,0.868,1.71,2.28,641000.0,296000.0,296000.0,167.0,1570.0,1450.0,3200.0,1030.0,0.0,4.22,0.0,22.1,6.47,Quilograma,54075210
54075210,"SI.54075210.AA.0001,SI.54075210.AB.0005,SI.54075210.AC.0001,SI.54075210.AD.0005","Composição: 100% Poliéster, Gramatura (g/m²): 99 - 50, Largura (m): 2,50 - 2,01, fio de elastômero: 0","CHINA, REPUBLICA POPULAR",1.43,2.42,1.81,1.77,0.185,1.72,1.88,1.43,2.42,1.81,1.77,0.185,1.72,1.88,1810000.0,996000.0,996000.0,185.0,1410.0,1170.0,4020.0,803.0,0.0,11.7,10.2,60.5,13.0,Quilograma,54075210
54075210,"SI.54075210.AA.0001,SI.54075210.AB.0005,SI.54075210.AC.0005,SI.54075210.AD.0005","Composição: 100% Poliéster, Gramatura (g/m²): 99 - 50, Largura (m): 1,69 - 1,60, fio de elastômero: 0","CHINA, REPUBLICA POPULAR",1.68,2.0,1.83,1.82,0.111,1.74,1.91,1.68,2.0,1.83,1.82,0.111,1.74,1.91,757000.0,416000.0,416000.0,888.0,2430.0,2350.0,6150.0,1460.0,0.0,23.8,12.3,84.9,30.4,Quilograma,54075210
54075210,"SI.54075210.AA.0001,SI.54075210.AB.0005,SI.54075210.AC.0006,SI.54075210.AD.0005","Composição: 100% Poliéster, Gramatura (g/m²): 99 - 50, Largura (m): 1,59 - 1,50, fio de elastômero: 0","CHINA, REPUBLICA POPULAR",1.98,22.1,7.98,3.91,9.48,2.86,9.03,1.98,22.1,7.98,3.91,9.48,2.86,9.03,91900.0,26000.0,26000.0,15.1,454.0,330.0,1140.0,494.0,0.0,0.707,0.0,2.83,1.41,Quilograma,54075210
54075210,"SI.54075210.AA.0001,SI.54075210.AB.0005,SI.54075210.AC.9999,SI.54075210.AD.0005","Composição: 100% Poliéster, Gramatura (g/m²): 99 - 50, Largura (m): Outros, fio de elastômero: 0","CHINA, REPUBLICA POPULAR",1.42,4.63,2.27,2.07,0.768,1.86,2.32,1.42,4.63,2.27,2.07,0.768,1.86,2.32,763000.0,395000.0,395000.0,5.08,1380.0,1080.0,3950.0,1260.0,0.0,19.0,0.0,205.0,47.2,Quilograma,54075210
54075210,"SI.54075210.AA.0001,SI.54075210.AB.9999,SI.54075210.AC.9999,SI.54075210.AD.0005","Composição: 100% Poliéster, Gramatura (g/m²): Outros, Largura (m): Outros, fio de elastômero: 0","CHINA, REPUBLICA POPULAR",2.38,9.0,3.87,3.23,1.98,2.87,3.45,2.38,9.0,3.87,3.23,1.98,2.87,3.45,193000.0,61000.0,61000.0,23.6,471.0,371.0,1450.0,503.0,0.0,13.8,0.0,104.0,31.4,Quilograma,54075210
54075210,"SI.54075210.AA.0001,SI.54075210.AB.9999,SI.54075210.AC.9999,SI.54075210.AD.9999","Composição: 100% Poliéster, Gramatura (g/m²): Outros, Largura (m): Outros, fio de elastômero: Outros","CHINA, REPUBLICA POPULAR",2.38,447.0,128.0,69.6,167.0,3.68,158.0,2.38,447.0,128.0,69.6,167.0,3.68,158.0,22600.0,6020.0,6020.0,0.44,106.0,5.54,527.0,192.0,0.0,6.25,0.0,50.0,17.6,Quilograma,54075210
54075210,"SI.54075210.AA.0002,SI.54075210.AB.0002,SI.54075210.AC.0006,SI.54075210.AD.0003","Composição: De  99% até 95% Poliéster, Gramatura (g/m²): 249 - 200, Largura (m): 1,59 - 1,50, fio de elastômero: 9% - 5%","CHINA, REPUBLICA POPULAR",1.49,2.31,1.99,2.02,0.312,1.96,2.16,1.49,2.31,1.99,2.02,0.312,1.96,2.16,168000.0,85400.0,85400.0,500.0,1040.0,991.0,1740.0,512.0,0.0,65.8,0.0,253.0,109.0,Quilograma,54075210
54075210,"SI.54075210.AA.0002,SI.54075210.AB.0002,SI.54075210.AC.9999,SI.54075210.AD.0003","Composição: De  99% até 95% Poliéster, Gramatura (g/m²): 249 - 200, Largura (m): Outros, fio de elastômero: 9% - 5%","CHINA, REPUBLICA POPULAR",1.5,2.55,2.11,2.21,0.442,2.0,2.32,1.5,2.55,2.11,2.21,0.442,2.0,2.32,139000.0,61800.0,61800.0,839.0,1360.0,1190.0,2200.0,611.0,0.0,34.6,18.1,102.0,48.1,Quilograma,54075210
54075210,"SI.54075210.AA.0002,SI.54075210.AB.0003,SI.54075210.AC.0006,SI.54075210.AD.0003","Composição: De  99% até 95% Poliéster, Gramatura (g/m²): 199 - 150, Largura (m): 1,59 - 1,50, fio de elastômero: 9% - 5%","CHINA, REPUBLICA POPULAR",1.05,2.01,1.57,1.55,0.363,1.36,1.88,1.05,2.01,1.57,1.55,0.363,1.36,1.88,322000.0,210000.0,210000.0,524.0,1850.0,2010.0,2800.0,744.0,0.0,13.7,0.0,72.4,29.0,Quilograma,54075210
54075210,"SI.54075210.AA.0002,SI.54075210.AB.0004,SI.54075210.AC.0006,SI.54075210.AD.0003","Composição: De  99% até 95% Poliéster, Gramatura (g/m²): 149 - 100, Largura (m): 1,59 - 1,50, fio de elastômero: 9% - 5%","CHINA, REPUBLICA POPULAR",1.5,2.36,1.92,1.92,0.237,1.85,1.98,1.5,2.36,1.92,1.92,0.237,1.85,1.98,320000.0,162000.0,162000.0,657.0,2070.0,1860.0,3300.0,1070.0,0.0,25.6,0.0,195.0,68.7,Quilograma,54075210
54075210,"SI.54075210.AA.0002,SI.54075210.AB.0004,SI.54075210.AC.0006,SI.54075210.AD.0004","Composição: De  99% até 95% Poliéster, Gramatura (g/m²): 149 - 100, Largura (m): 1,59 - 1,50, fio de elastômero: 4% - 1%","CHINA, REPUBLICA POPULAR",1.95,3.19,2.25,2.1,0.475,1.97,2.21,1.95,3.19,2.25,2.1,0.475,1.97,2.21,220000.0,94500.0,94500.0,48.5,1400.0,1500.0,3190.0,1060.0,0.0,2.03,0.0,7.97,3.36,Quilograma,54075210
54075210,"SI.54075210.AA.0003,SI.54075210.AB.0002,SI.54075210.AC.0006,SI.54075210.AD.0003","Composição: De 94% até 90% Poliéster, Gramatura (g/m²): 249 - 200, Largura (m): 1,59 - 1,50, fio de elastômero: 9% - 5%","CHINA, REPUBLICA POPULAR",1.49,2.24,1.82,1.99,0.284,1.49,2.02,1.49,2.24,1.82,1.99,0.284,1.49,2.02,365000.0,206000.0,206000.0,81.8,600.0,476.0,1500.0,479.0,0.0,0.23,0.0,3.0,0.832,Quilograma,54075210
54075210,"SI.54075210.AA.0003,SI.54075210.AB.0004,SI.54075210.AC.0006,SI.54075210.AD.0002","Composição: De 94% até 90% Poliéster, Gramatura (g/m²): 149 - 100, Largura (m): 1,59 - 1,50, fio de elastômero: 14% - 10%","CHINA, REPUBLICA POPULAR",1.68,4.23,2.3,1.84,1.0,1.68,2.4,1.68,4.23,2.3,1.84,1.0,1.68,2.4,255000.0,132000.0,132000.0,19.0,2020.0,2450.0,2700.0,1040.0,0.0,13.6,0.0,78.8,31.9,Quilograma,54075210
54075210,"SI.54075210.AA.0003,SI.54075210.AB.0004,SI.54075210.AC.0006,SI.54075210.AD.0003","Composição: De 94% até 90% Poliéster, Gramatura (g/m²): 149 - 100, Largura (m): 1,59 - 1,50, fio de elastômero: 9% - 5%","CHINA, REPUBLICA POPULAR",1.25,2.29,1.95,1.85,0.362,1.78,2.28,1.25,2.29,1.95,1.85,0.362,1.78,2.28,387000.0,199000.0,199000.0,435.0,2060.0,1700.0,3260.0,929.0,0.0,5.87,0.0,20.0,7.53,Quilograma,54075210
54075300,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",1.08,18.6,3.02,2.46,2.25,2.02,3.03,1.08,18.6,3.02,2.46,2.25,2.02,3.03,2230000.0,944000.0,944000.0,32.7,1010.0,1200.0,3530.0,718.0,0.0,12.1,1.69,125.0,20.0,Quilograma,54075300
54075400,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",1.1,3.36,2.06,2.02,0.375,1.86,2.13,1.1,3.36,2.06,2.02,0.375,1.86,2.13,3290000.0,1630000.0,1630000.0,21.0,1570.0,1490.0,4000.0,909.0,0.0,16.6,7.64,189.0,33.1,Quilograma,54075400
54076100,SI.54076100.AA.0001,BENEFICIAMENTO: Crus ou branqueados,"CHINA, REPUBLICA POPULAR",0.872,4.51,2.86,3.05,1.02,2.79,3.19,0.872,4.51,2.86,3.05,1.02,2.79,3.19,155000.0,74000.0,74000.0,19.9,334.0,178.0,1400.0,414.0,0.0,2.21,2.2,7.23,2.2,Quilograma,54076100
54076100,SI.54076100.AA.0002,BENEFICIAMENTO: Tintos,"CHINA, REPUBLICA POPULAR",0.872,31.3,3.02,2.44,4.14,1.61,3.2,0.872,31.3,3.02,2.44,4.14,1.61,3.2,1220000.0,600000.0,600000.0,17.4,934.0,658.0,3200.0,897.0,0.0,16.7,2.44,229.0,35.9,Quilograma,54076100
54076100,SI.54076100.AA.0005,BENEFICIAMENTO: Estampados,"CHINA, REPUBLICA POPULAR",1.43,2.6,1.79,1.63,0.412,1.52,1.91,1.43,2.6,1.79,1.63,0.412,1.52,1.91,230000.0,135000.0,135000.0,263.0,1390.0,1260.0,3110.0,882.0,0.0,1.83,0.0,12.8,4.86,Quilograma,54076100
54076100,SI.54076100.AA.9999,BENEFICIAMENTO: Outros,"CHINA, REPUBLICA POPULAR",1.07,21.2,7.09,4.43,7.33,3.2,7.56,1.07,21.2,7.09,4.43,7.33,3.2,7.56,87300.0,30500.0,30500.0,0.24,405.0,170.0,1750.0,674.0,0.0,33.7,0.0,202.0,82.5,Quilograma,54076100
54076900,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",1.89,14.8,3.72,2.49,3.61,2.15,2.77,1.89,14.8,3.72,2.49,3.61,2.15,2.77,525000.0,218000.0,218000.0,61.3,1490.0,1500.0,3150.0,1170.0,0.0,8.74,8.48,24.6,8.04,Quilograma,54076900
54077200,SI.54077200.AA.9999,TIPO DE TECIDO: Outros,"CHINA, REPUBLICA POPULAR",1.43,30.6,7.58,2.69,10.3,1.96,6.96,1.43,30.6,7.58,2.69,10.3,1.96,6.96,134000.0,64200.0,64200.0,2.45,961.0,955.0,1820.0,697.0,0.0,8.58,0.0,36.5,15.8,Quilograma,54077200
54079200,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",1.79,8.65,4.29,4.49,1.87,3.56,4.5,1.79,8.65,4.29,4.49,1.87,3.56,4.5,474000.0,131000.0,131000.0,3.2,545.0,88.3,3800.0,1030.0,0.0,9.45,0.0,112.0,24.9,Quilograma,54079200
54079300,SI.54079300.AA.9999,TIPO DE TECIDO: Outros,"CHINA, REPUBLICA POPULAR",1.64,11.1,4.46,4.1,2.43,3.41,4.55,1.64,11.1,4.46,4.1,2.43,3.41,4.55,169000.0,49300.0,49300.0,25.6,368.0,150.0,1700.0,484.0,0.0,5.88,0.0,48.6,14.4,Quilograma,54079300
54081000,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",1.53,2.37,1.97,1.91,0.265,1.91,1.98,1.53,2.37,1.97,1.91,0.265,1.91,1.98,518000.0,267000.0,267000.0,318.0,1190.0,1310.0,1760.0,457.0,0.0,7.62,0.0,62.6,18.0,Quilograma,54081000
54082200,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",3.32,89.1,42.1,39.4,26.1,24.5,57.1,3.32,89.1,42.1,39.4,26.1,24.5,57.1,246000.0,8020.0,8020.0,1.0,940.0,588.0,3200.0,977.0,0.0,0.764,0.0,6.08,1.82,Quilograma,54082200
54083200,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",7.54,21.0,12.6,11.0,5.49,8.31,16.0,7.54,21.0,12.6,11.0,5.49,8.31,16.0,14800.0,1410.0,1410.0,91.9,348.0,184.0,1240.0,440.0,0.0,1.9,1.32,4.59,2.11,Quilograma,54083200
55032010,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",0.867,1.14,0.991,0.99,0.0641,0.959,1.01,0.867,1.14,0.991,0.99,0.0641,0.959,1.01,677000.0,688000.0,688000.0,44.0,2620.0,2150.0,6000.0,1420.0,0.0,30.1,31.4,118.0,30.8,Quilograma,55032010
55032010,S/NVE,S/NVE,"COREIA (DO SUL), REPUBLICA DA",1.0,1.65,1.21,1.12,0.231,1.1,1.26,1.0,1.65,1.21,1.12,0.231,1.1,1.26,211000.0,183000.0,183000.0,40.3,3140.0,2570.0,6300.0,2270.0,0.43,22.4,15.9,58.7,21.1,Quilograma,55032010
55032090,",",", ","CHINA, REPUBLICA POPULAR",0.85,7.42,2.2,0.868,2.91,0.865,1.01,0.85,7.42,2.2,0.868,2.91,0.865,1.01,150000.0,169000.0,169000.0,52.5,2760.0,2100.0,6180.0,2430.0,0.0,32.6,37.0,79.4,32.7,Quilograma,55032090
55032090,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",0.564,2.03,0.897,0.869,0.19,0.836,0.924,0.564,2.03,0.897,0.869,0.19,0.836,0.924,3200000.0,3600000.0,3600000.0,283.0,4480.0,2930.0,12100.0,3240.0,0.0,52.4,42.0,515.0,71.5,Quilograma,55032090
55032090,S/NVE,S/NVE,INDONESIA,0.776,0.834,0.802,0.804,0.0192,0.79,0.809,0.776,0.834,0.802,0.804,0.0192,0.79,0.809,551000.0,681000.0,681000.0,1500.0,8150.0,7000.0,19500.0,5830.0,0.0,18.7,0.0,71.8,27.2,Quilograma,55032090
55032090,S/NVE,S/NVE,VIETNA,0.83,1.03,0.893,0.896,0.0621,0.85,0.9,0.83,1.03,0.893,0.896,0.0621,0.85,0.9,324000.0,365000.0,365000.0,1650.0,3810.0,2900.0,7580.0,2310.0,11.2,20.3,13.4,40.2,11.9,Quilograma,55032090
55039020,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",1.98,2.63,2.13,2.08,0.203,2.05,2.09,1.98,2.63,2.13,2.08,0.203,2.05,2.09,1500000.0,729000.0,729000.0,10.9,7800.0,6910.0,17700.0,6810.0,0.0,466.0,20.8,1300.0,635.0,Quilograma,55039020
55041000,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",1.6,4.22,2.16,1.65,1.15,1.62,1.69,1.6,4.22,2.16,1.65,1.15,1.62,1.69,200000.0,121000.0,121000.0,66.3,1700.0,1800.0,2700.0,1070.0,0.0,22.1,19.1,57.9,23.4,Quilograma,55041000
55081000,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",1.27,31.6,8.36,4.54,11.5,2.6,5.81,1.27,31.6,8.36,4.54,11.5,2.6,5.81,162000.0,50000.0,50000.0,20.7,1060.0,669.0,3150.0,1210.0,0.0,39.6,12.0,168.0,65.6,Quilograma,55081000
55092100,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",0.872,1.52,1.26,1.25,0.0963,1.24,1.28,0.872,1.52,1.26,1.25,0.0963,1.24,1.28,1950000.0,1540000.0,1540000.0,287.0,3830.0,3000.0,18300.0,3410.0,0.0,28.6,7.53,166.0,44.1,Quilograma,55092100
55092100,S/NVE,S/NVE,INDONESIA,1.3,1.54,1.44,1.46,0.104,1.4,1.5,1.3,1.54,1.44,1.46,0.104,1.4,1.5,174000.0,120000.0,120000.0,1500.0,2080.0,1810.0,3210.0,792.0,18.8,46.7,42.9,82.3,28.9,Quilograma,55092100
55092200,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",1.0,2.22,1.65,1.9,0.511,1.01,2.12,1.0,2.22,1.65,1.9,0.511,1.01,2.12,1620000.0,947000.0,947000.0,1250.0,2990.0,2690.0,8170.0,1580.0,0.0,45.4,0.0,230.0,68.4,Quilograma,55092200
55092200,S/NVE,S/NVE,INDIA,1.28,1.78,1.38,1.34,0.115,1.34,1.39,1.28,1.78,1.38,1.34,0.115,1.34,1.39,972000.0,707000.0,707000.0,1400.0,3160.0,3660.0,4500.0,902.0,0.0,28.6,47.4,50.0,24.2,Quilograma,55092200
55095100,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",1.19,4.95,1.54,1.48,0.486,1.46,1.5,1.19,4.95,1.54,1.48,0.486,1.46,1.5,3920000.0,2680000.0,2680000.0,1180.0,4110.0,3030.0,22000.0,3700.0,0.0,56.2,28.6,222.0,60.2,Quilograma,55095100
55095300,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",0.662,2.38,0.976,0.88,0.37,0.83,0.909,0.662,2.38,0.976,0.88,0.37,0.83,0.909,896000.0,926000.0,926000.0,125.0,3040.0,2550.0,8220.0,1740.0,0.0,21.4,0.0,257.0,68.4,Quilograma,55095300
55095300,S/NVE,S/NVE,INDIA,1.4,2.25,2.01,2.08,0.25,2.02,2.16,1.4,2.25,2.01,2.08,0.25,2.02,2.16,1950000.0,980000.0,980000.0,541.0,2850.0,2530.0,10300.0,2140.0,0.0,74.2,49.3,295.0,80.9,Quilograma,55095300
55101111,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",1.59,5.03,2.21,2.03,0.749,1.98,2.08,1.59,5.03,2.21,2.03,0.749,1.98,2.08,1820000.0,964000.0,964000.0,170.0,5550.0,2670.0,22000.0,6840.0,0.0,98.1,23.5,331.0,121.0,Quilograma,55101111
55101111,S/NVE,S/NVE,INDONESIA,1.89,2.21,2.04,2.02,0.138,1.96,2.1,1.89,2.21,2.04,2.02,0.138,1.96,2.1,585000.0,280000.0,280000.0,5250.0,6770.0,6720.0,8400.0,1760.0,0.0,5.04,0.0,20.1,10.0,Quilograma,55101111
55109011,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",1.95,8.3,4.0,2.87,2.97,2.03,4.84,1.95,8.3,4.0,2.87,2.97,2.03,4.84,188000.0,72200.0,72200.0,271.0,2120.0,1600.0,5000.0,2030.0,0.0,0.702,0.0,2.81,1.4,Quilograma,55109011
55121900,SI.55121900.AA.9999,TIPO DE TECIDO: Outros,"CHINA, REPUBLICA POPULAR",1.96,6.18,3.27,2.61,1.39,2.33,3.71,1.96,6.18,3.27,2.61,1.39,2.33,3.71,302000.0,116000.0,116000.0,13.6,517.0,425.0,1430.0,444.0,0.0,9.9,7.07,38.4,12.0,Quilograma,55121900
55122900,"SI.55122900.AA.0002,SI.55122900.AB.9999","BENEFICIAMENTO: Tintos, TIPO DE TECIDO: Outros",ESPANHA,17.3,23.4,20.1,19.8,2.07,19.0,20.9,17.3,23.4,20.1,19.8,2.07,19.0,20.9,175000.0,8930.0,8930.0,2.59,146.0,113.0,387.0,151.0,0.0,31.4,14.3,100.0,40.2,Quilograma,55122900
55142200,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",1.76,12.0,4.46,2.55,4.35,1.9,4.02,1.76,12.0,4.46,2.55,4.35,1.9,4.02,250000.0,96500.0,96500.0,979.0,2020.0,2250.0,2890.0,941.0,0.0,117.0,0.0,589.0,263.0,Quilograma,55142200
55151100,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",3.38,11.5,6.59,6.77,2.32,4.62,8.16,3.38,11.5,6.59,6.77,2.32,4.62,8.16,364000.0,67600.0,67600.0,1.23,574.0,211.0,2050.0,662.0,0.0,3.35,0.32,20.1,5.79,Quilograma,55151100
55151200,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",2.48,7.89,3.46,3.01,1.2,2.88,3.39,2.48,7.89,3.46,3.01,1.2,2.88,3.39,904000.0,296000.0,296000.0,42.9,824.0,800.0,1770.0,584.0,0.0,13.0,5.69,102.0,21.8,Quilograma,55151200
55151900,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",2.08,13.2,5.04,2.25,4.01,2.18,7.5,2.08,13.2,5.04,2.25,4.01,2.18,7.5,330000.0,140000.0,140000.0,0.86,1820.0,1780.0,6120.0,1860.0,0.0,55.0,45.3,125.0,58.0,Quilograma,55151900
55161100,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",3.16,26.4,7.51,4.68,6.87,3.57,7.01,3.16,26.4,7.51,4.68,6.87,3.57,7.01,387000.0,77000.0,77000.0,2.38,496.0,249.0,2200.0,668.0,0.0,23.4,11.8,110.0,33.7,Quilograma,55161100
