ncm,nves,nves_nm,pais_origem,fob_kg_minimo_dolar_truncado,fob_kg_maximo_dolar_truncado,fob_kg_media_dolar_truncado,fob_kg_mediana_dolar_truncado,fob_kg_desvio_padrao_dolar_truncado,fob_kg_quartil1_truncado,fob_kg_quartil3_truncado,fob_ume_minimo_dolar_truncado,fob_ume_maximo_dolar_truncado,fob_ume_media_dolar_truncado,fob_ume_mediana_dolar_truncado,fob_ume_desvio_padrao_dolar_truncado,fob_ume_quartil1_truncado,fob_ume_quartil3_truncado,vmle_soma_dolar_truncado,peso_liq_soma_truncado,qtd_ume_soma_truncado,frete_minimo_dolar_truncado,frete_media_dolar_truncado,frete_mediana_dolar_truncado,frete_maximo_dolar_truncado,frete_desvio_padrao_dolar_truncado,seguro_minimo_dolar_truncado,seguro_media_dolar_truncado,seguro_mediana_dolar_truncado,seguro_maximo_dolar_truncado,seguro_desvio_padrao_dolar_truncado,ume,ncm_str
73202090,S/NVE,S/NVE,SUICA,73.3,3750.0,1020.0,408.0,1310.0,160.0,1160.0,73.3,3750.0,1020.0,408.0,1310.0,160.0,1160.0,2360.0,16.4,16.4,0.01,31.6,3.55,126.0,46.9,0.0,0.565,0.0,4.19,1.37,Quilograma,73202090
73202090,S/NVE,S/NVE,"TCHECA, REPUBLICA",3.96,3220.0,643.0,227.0,1150.0,71.2,453.0,3.96,3220.0,643.0,227.0,1150.0,71.2,453.0,51800.0,421.0,421.0,0.02,47.2,9.88,272.0,100.0,0.01,6.23,0.34,42.1,15.8,Quilograma,73202090
73202090,S/NVE,S/NVE,TURQUIA,3.38,197.0,37.8,5.02,78.1,3.82,11.1,3.38,197.0,37.8,5.02,78.1,3.82,11.1,2430.0,664.0,664.0,0.56,17.0,1.33,66.4,27.1,0.0,0.131,0.135,0.26,0.121,Quilograma,73202090
73209000,",",", ",ALEMANHA,9.43,948.0,144.0,91.6,235.0,63.7,115.0,9.43,948.0,144.0,91.6,235.0,63.7,115.0,13700.0,325.0,325.0,0.01,20.9,0.815,213.0,56.5,0.0,0.842,0.055,6.83,1.85,Quilograma,73209000
73209000,",",", ","CHINA, REPUBLICA POPULAR",1.38,2000.0,217.0,9.36,555.0,4.68,41.3,1.38,2000.0,217.0,9.36,555.0,4.68,41.3,10900.0,5580.0,5580.0,0.0,64.7,1.53,786.0,208.0,0.0,0.105,0.005,0.77,0.246,Quilograma,73209000
73209000,",",", ",ESTADOS UNIDOS,3.26,2500.0,485.0,418.0,549.0,73.5,739.0,3.26,2500.0,485.0,418.0,549.0,73.5,739.0,22000.0,122.0,122.0,0.0,8.4,0.17,105.0,26.5,0.0,0.396,0.13,1.35,0.505,Quilograma,73209000
73209000,",",", ",INDIA,2.54,158.0,29.1,26.6,30.5,23.3,26.6,2.54,158.0,29.1,26.6,30.5,23.3,26.6,1600.0,78.2,78.2,0.02,1.84,0.8,12.4,3.52,0.0,0.0114,0.0,0.24,0.0523,Quilograma,73209000
73209000,",",", ",ITALIA,7.37,1050.0,332.0,136.0,490.0,20.0,449.0,7.37,1050.0,332.0,136.0,490.0,20.0,449.0,5880.0,702.0,702.0,0.76,13.7,5.21,43.8,20.3,0.0,0.162,0.05,0.55,0.262,Quilograma,73209000
73209000,S/NVE,S/NVE,ALEMANHA,0.596,98600.0,685.0,79.7,5140.0,32.2,298.0,0.596,98600.0,685.0,79.7,5140.0,32.2,298.0,805000.0,51900.0,51900.0,0.0,50.6,0.645,1360.0,167.0,0.0,0.631,0.02,38.2,2.85,Quilograma,73209000
73209000,S/NVE,S/NVE,AUSTRIA,50.9,7970.0,2250.0,198.0,3420.0,89.6,3850.0,50.9,7970.0,2250.0,198.0,3420.0,89.6,3850.0,1290.0,5.46,5.46,0.04,6.3,3.44,18.0,7.69,0.0,0.0566,0.055,0.15,0.0542,Quilograma,73209000
73209000,S/NVE,S/NVE,BELGICA,6.44,6070.0,1130.0,26.4,2130.0,11.0,1110.0,6.44,6070.0,1130.0,26.4,2130.0,11.0,1110.0,791.0,58.6,58.6,0.0,30.0,0.575,178.0,63.0,0.0,0.0425,0.01,0.17,0.0636,Quilograma,73209000
73209000,S/NVE,S/NVE,CANADA,54.3,1280.0,459.0,371.0,493.0,107.0,481.0,54.3,1280.0,459.0,371.0,493.0,107.0,481.0,813.0,2.97,2.97,0.01,4.82,7.26,8.69,4.09,0.0,0.066,0.02,0.26,0.11,Quilograma,73209000
73209000,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",0.0136,76200.0,498.0,47.6,5090.0,9.88,47.6,0.0136,76200.0,498.0,47.6,5090.0,9.88,47.6,329000.0,81600.0,81600.0,0.0,26.0,0.675,1770.0,149.0,0.0,0.358,0.0,35.6,2.58,Quilograma,73209000
73209000,S/NVE,S/NVE,"COREIA (DO SUL), REPUBLICA DA",3.9,2350.0,128.0,31.2,414.0,12.3,57.9,3.9,2350.0,128.0,31.2,414.0,12.3,57.9,68000.0,9440.0,9440.0,0.0,41.0,2.93,474.0,93.1,0.0,2.56,0.01,39.0,8.63,Quilograma,73209000
73209000,S/NVE,S/NVE,ESPANHA,0.242,24100.0,2910.0,238.0,6850.0,11.3,2240.0,0.242,24100.0,2910.0,238.0,6850.0,11.3,2240.0,16000.0,3830.0,3830.0,0.0,24.1,2.35,176.0,50.7,0.0,1.24,0.29,5.87,2.06,Quilograma,73209000
73209000,S/NVE,S/NVE,ESTADOS UNIDOS,0.313,1170000.0,4990.0,175.0,61600.0,66.3,871.0,0.313,1170000.0,4990.0,175.0,61600.0,66.3,871.0,382000.0,7330.0,7330.0,0.0,61.7,0.67,11100.0,593.0,0.0,0.496,0.02,52.5,3.14,Quilograma,73209000
73209000,S/NVE,S/NVE,FINLANDIA,6.87,582.0,130.0,98.1,158.0,25.8,170.0,6.87,582.0,130.0,98.1,158.0,25.8,170.0,5370.0,124.0,124.0,0.09,25.4,8.83,87.0,31.3,0.0,0.215,0.13,0.75,0.241,Quilograma,73209000
73209000,S/NVE,S/NVE,FORMOSA (TAIWAN),8.0,1030.0,238.0,121.0,269.0,60.1,357.0,8.0,1030.0,238.0,121.0,269.0,60.1,357.0,14900.0,241.0,241.0,0.0,104.0,0.67,1730.0,420.0,0.0,0.0347,0.01,0.22,0.0578,Quilograma,73209000
73209000,S/NVE,S/NVE,FRANCA,7.24,6620.0,521.0,62.2,1170.0,36.4,409.0,7.24,6620.0,521.0,62.2,1170.0,36.4,409.0,45100.0,1370.0,1370.0,0.0,11.9,0.9,254.0,38.6,0.0,0.631,0.08,18.8,2.81,Quilograma,73209000
73209000,S/NVE,S/NVE,INDIA,2.55,10900.0,321.0,26.6,1530.0,13.8,38.0,2.55,10900.0,321.0,26.6,1530.0,13.8,38.0,86800.0,6310.0,6310.0,0.0,47.9,3.13,1720.0,239.0,0.0,0.317,0.01,9.87,1.51,Quilograma,73209000
73209000,S/NVE,S/NVE,ITALIA,0.273,36200.0,1070.0,46.9,4560.0,25.1,446.0,0.273,36200.0,1070.0,46.9,4560.0,25.1,446.0,37400.0,1130.0,1130.0,0.0,39.8,0.85,892.0,135.0,0.0,0.982,0.015,44.6,5.4,Quilograma,73209000
73209000,S/NVE,S/NVE,JAPAO,0.285,10000.0,357.0,77.8,1010.0,18.0,339.0,0.285,10000.0,357.0,77.8,1010.0,18.0,339.0,84600.0,9770.0,9770.0,0.0,30.4,0.36,2350.0,183.0,0.0,0.255,0.02,10.9,1.03,Quilograma,73209000
73209000,S/NVE,S/NVE,MEXICO,5.23,91900.0,2330.0,87.9,14300.0,24.9,87.9,5.23,91900.0,2330.0,87.9,14300.0,24.9,87.9,124000.0,5030.0,5030.0,0.1,289.0,3.78,4700.0,837.0,0.0,1.15,0.23,10.6,2.14,Quilograma,73209000
73209000,S/NVE,S/NVE,PAISES BAIXOS (HOLANDA),1.21,1460.0,579.0,416.0,526.0,244.0,832.0,1.21,1460.0,579.0,416.0,526.0,244.0,832.0,60700.0,164.0,164.0,0.0,71.5,7.45,237.0,98.3,0.0,0.205,0.01,1.2,0.398,Quilograma,73209000
73209000,S/NVE,S/NVE,REINO UNIDO,13.7,6940.0,500.0,63.1,1150.0,24.6,316.0,13.7,6940.0,500.0,63.1,1150.0,24.6,316.0,20900.0,458.0,458.0,0.0,17.2,2.02,201.0,44.5,0.0,0.102,0.02,2.05,0.309,Quilograma,73209000
73209000,S/NVE,S/NVE,SUECIA,1.13,54500.0,1920.0,125.0,7680.0,25.1,575.0,1.13,54500.0,1920.0,125.0,7680.0,25.1,575.0,16800.0,1140.0,1140.0,0.0,51.7,0.215,1160.0,202.0,0.0,0.147,0.025,1.55,0.345,Quilograma,73209000
73209000,S/NVE,S/NVE,SUICA,76.6,3240.0,980.0,439.0,1020.0,112.0,1910.0,76.6,3240.0,980.0,439.0,1020.0,112.0,1910.0,34100.0,20.7,20.7,0.28,30.5,1.55,308.0,79.1,0.0,4.44,0.03,61.0,15.6,Quilograma,73209000
73209000,S/NVE,S/NVE,TAILANDIA,7.64,261.0,98.7,80.0,89.5,22.4,147.0,7.64,261.0,98.7,80.0,89.5,22.4,147.0,53800.0,2430.0,2430.0,0.02,19.0,0.3,457.0,79.6,0.0,0.0138,0.0,0.59,0.0804,Quilograma,73209000
73209000,S/NVE,S/NVE,"TCHECA, REPUBLICA",8.72,1280.0,136.0,39.1,299.0,11.4,58.6,8.72,1280.0,136.0,39.1,299.0,11.4,58.6,73300.0,5030.0,5030.0,0.6,237.0,33.4,1220.0,323.0,0.0,0.857,0.44,8.58,1.81,Quilograma,73209000
73209000,S/NVE,S/NVE,TURQUIA,10.1,420.0,126.0,110.0,111.0,53.8,144.0,10.1,420.0,126.0,110.0,111.0,53.8,144.0,49000.0,966.0,966.0,0.0,113.0,11.9,823.0,250.0,0.0,2.85,0.02,32.3,9.28,Quilograma,73209000
73211100,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",1.2,11.4,4.96,4.9,2.69,2.64,7.03,0.434,1330.0,203.0,99.3,305.0,3.67,240.0,1010000.0,192000.0,46900.0,1.9,1310.0,682.0,6570.0,1590.0,0.0,38.3,12.4,460.0,78.2,Unidade,73211100
73211900,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",0.481,7.02,2.86,2.82,1.54,1.64,3.35,0.43,78.5,16.8,7.64,22.4,3.03,21.7,175000.0,57700.0,21500.0,8.03,710.0,137.0,4530.0,1280.0,0.0,8.35,0.38,40.3,13.9,Unidade,73211900
73218100,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",2.9,9.6,5.92,5.88,3.04,3.15,8.25,0.926,188.0,49.3,6.13,76.9,1.41,72.7,41300.0,10200.0,18500.0,0.88,278.0,51.2,1430.0,569.0,0.0,9.46,0.23,52.2,21.0,Unidade,73218100
73218900,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",0.434,66.7,8.39,1.73,17.2,1.38,4.19,0.34,53.5,10.4,5.04,14.4,1.62,13.9,57300.0,26200.0,7150.0,0.6,272.0,43.6,1900.0,530.0,0.0,0.502,0.0,6.99,1.79,Unidade,73218900
73219000,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",0.199,535.0,20.5,3.0,77.8,2.4,7.66,0.199,535.0,20.5,3.0,77.8,2.4,7.66,1170000.0,427000.0,427000.0,0.06,1320.0,490.0,18100.0,2600.0,0.0,14.6,5.79,196.0,30.3,Quilograma,73219000
73219000,S/NVE,S/NVE,ITALIA,2.43,47.7,18.6,14.0,12.2,8.68,27.0,2.43,47.7,18.6,14.0,12.2,8.68,27.0,307000.0,41500.0,41500.0,2.28,537.0,234.0,2560.0,691.0,0.0,5.32,0.67,27.2,8.31,Quilograma,73219000
73221900,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",1.91,17.7,4.43,2.73,5.08,2.21,3.2,1.91,17.7,4.43,2.73,5.08,2.21,3.2,110000.0,46500.0,46500.0,0.05,15100.0,7730.0,58400.0,18900.0,0.0,20.2,6.69,97.9,32.4,Quilograma,73221900
73231000,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",0.525,52.8,5.62,2.82,9.09,1.47,5.36,0.525,52.8,5.62,2.82,9.09,1.47,5.36,302000.0,54100.0,54100.0,0.6,666.0,21.5,6180.0,1460.0,0.0,3.72,0.0,32.5,7.84,Quilograma,73231000
73239100,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",0.191,6.26,2.38,1.86,1.46,1.64,2.99,0.191,6.26,2.38,1.86,1.46,1.64,2.99,57100.0,26500.0,26500.0,0.38,426.0,90.2,2650.0,797.0,0.0,0.0,0.0,0.0,0.0,Quilograma,73239100
73239200,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",0.691,10.2,3.02,1.66,2.71,1.13,4.12,0.691,10.2,3.02,1.66,2.71,1.13,4.12,104000.0,46000.0,46000.0,1.9,504.0,219.0,4610.0,1150.0,0.0,15.3,0.0,151.0,41.1,Quilograma,73239200
73239300,",",", ","CHINA, REPUBLICA POPULAR",0.816,53.4,7.14,1.67,12.7,1.33,4.2,0.816,53.4,7.14,1.67,12.7,1.33,4.2,83800.0,42100.0,42100.0,0.57,186.0,50.9,1220.0,285.0,0.0,1.37,0.09,15.7,3.56,Quilograma,73239300
73239300,",,",", , ","CHINA, REPUBLICA POPULAR",1.16,2.11,1.52,1.49,0.362,1.23,1.67,1.16,2.11,1.52,1.49,0.362,1.23,1.67,9500.0,6310.0,6310.0,80.5,194.0,144.0,340.0,111.0,0.0,1.37,0.195,6.32,2.49,Quilograma,73239300
73239300,S/NVE,S/NVE,ALEMANHA,0.0255,230.0,65.2,48.9,71.4,16.8,90.4,0.0255,230.0,65.2,48.9,71.4,16.8,90.4,16700.0,323.0,323.0,0.55,49.9,9.05,298.0,98.4,0.0,1.95,0.0,16.1,5.35,Quilograma,73239300
73239300,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",0.0655,273.0,7.51,1.74,20.7,1.2,4.66,0.0655,273.0,7.51,1.74,20.7,1.2,4.66,3610000.0,1240000.0,1240000.0,0.0,458.0,86.9,16900.0,1300.0,0.0,4.83,0.0,419.0,24.3,Quilograma,73239300
73239300,S/NVE,S/NVE,ESTADOS UNIDOS,2.75,24200.0,1430.0,44.0,5520.0,32.7,115.0,2.75,24200.0,1430.0,44.0,5520.0,32.7,115.0,17500.0,423.0,423.0,0.03,169.0,11.0,1360.0,356.0,0.0,0.607,0.0,4.65,1.24,Quilograma,73239300
73239300,S/NVE,S/NVE,FRANCA,14.8,264.0,86.1,31.4,101.0,23.0,111.0,14.8,264.0,86.1,31.4,101.0,23.0,111.0,5380.0,184.0,184.0,0.68,12.9,7.28,38.5,13.1,0.0,0.852,0.205,3.98,1.37,Quilograma,73239300
73239300,S/NVE,S/NVE,HONG KONG,0.267,185.0,11.2,2.3,35.5,1.61,4.47,0.267,185.0,11.2,2.3,35.5,1.61,4.47,51500.0,21300.0,21300.0,0.31,122.0,80.1,701.0,154.0,0.0,0.692,0.0,8.26,2.04,Quilograma,73239300
73239300,S/NVE,S/NVE,INDIA,1.15,89.1,20.5,14.6,19.0,11.6,23.8,1.15,89.1,20.5,14.6,19.0,11.6,23.8,178000.0,51700.0,51700.0,0.01,180.0,4.84,1400.0,399.0,0.0,2.82,0.03,98.8,13.8,Quilograma,73239300
73239300,S/NVE,S/NVE,ITALIA,10.7,158.0,47.8,36.9,35.1,36.7,50.4,10.7,158.0,47.8,36.9,35.1,36.7,50.4,39600.0,1070.0,1070.0,0.13,63.4,3.7,780.0,215.0,0.0,1.12,0.17,12.9,3.54,Quilograma,73239300
73239400,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",0.314,87.0,5.13,2.03,10.1,1.53,4.53,0.314,87.0,5.13,2.03,10.1,1.53,4.53,480000.0,218000.0,218000.0,0.4,388.0,94.1,3900.0,687.0,0.0,0.457,0.0,10.2,1.42,Quilograma,73239400
73239900,",",", ","CHINA, REPUBLICA POPULAR",0.774,1.7,1.22,1.15,0.279,1.09,1.43,0.774,1.7,1.22,1.15,0.279,1.09,1.43,33700.0,22400.0,22400.0,35.4,421.0,114.0,3100.0,944.0,0.0,0.363,0.0,3.63,1.14,Quilograma,73239900
73239900,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",0.288,61.5,3.79,1.51,6.54,1.11,3.54,0.288,61.5,3.79,1.51,6.54,1.11,3.54,1270000.0,817000.0,817000.0,0.03,376.0,91.2,6600.0,774.0,0.0,2.08,0.0,95.1,8.37,Quilograma,73239900
73239900,S/NVE,S/NVE,ESTADOS UNIDOS,10.3,73.5,27.0,16.8,26.2,14.1,20.1,10.3,73.5,27.0,16.8,26.2,14.1,20.1,2400.0,88.8,88.8,0.52,50.3,8.49,144.0,65.7,0.0,1.24,0.99,4.12,1.69,Quilograma,73239900
73239900,S/NVE,S/NVE,HONG KONG,0.849,12.8,3.43,2.0,3.74,1.5,2.92,0.849,12.8,3.43,2.0,3.74,1.5,2.92,21300.0,10800.0,10800.0,0.09,238.0,96.2,893.0,289.0,0.0,2.57,0.0,17.4,5.36,Quilograma,73239900
73239900,S/NVE,S/NVE,INDIA,5.45,17.0,11.2,10.5,4.79,6.21,15.9,5.45,17.0,11.2,10.5,4.79,6.21,15.9,35000.0,5610.0,5610.0,2.27,129.0,10.3,500.0,192.0,0.0,0.491,0.04,2.62,0.941,Quilograma,73239900
73241000,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",0.648,11.6,4.24,3.68,3.18,1.73,5.72,0.648,11.6,4.24,3.68,3.18,1.73,5.72,897000.0,236000.0,236000.0,2.2,891.0,535.0,6760.0,1170.0,0.0,22.6,2.07,188.0,41.0,Quilograma,73241000
73249000,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",0.445,172.0,11.2,3.48,22.9,1.51,12.4,0.445,172.0,11.2,3.48,22.9,1.51,12.4,420000.0,163000.0,163000.0,0.0,276.0,58.1,8600.0,867.0,0.0,4.07,0.0,97.1,12.3,Quilograma,73249000
73249000,S/NVE,S/NVE,ITALIA,16.9,10100.0,740.0,62.6,2610.0,35.6,93.7,16.9,10100.0,740.0,62.6,2610.0,35.6,93.7,4150.0,86.3,86.3,0.18,19.1,0.42,253.0,65.1,0.05,0.286,0.12,1.43,0.367,Quilograma,73249000
73251000,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",1.15,89.1,13.4,4.04,21.8,2.56,14.4,1.15,89.1,13.4,4.04,21.8,2.56,14.4,113000.0,50800.0,50800.0,0.27,331.0,62.0,2660.0,639.0,0.03,11.0,2.7,63.9,17.5,Quilograma,73251000
73251000,S/NVE,S/NVE,ESTADOS UNIDOS,10.6,129.0,69.1,68.3,48.3,53.2,84.1,10.6,129.0,69.1,68.3,48.3,53.2,84.1,4720.0,39.2,39.2,2.5,139.0,35.5,485.0,230.0,0.0,0.83,0.125,3.07,1.49,Quilograma,73251000
73259910,S/NVE,S/NVE,ALEMANHA,3.18,10500.0,739.0,9.12,2280.0,8.45,134.0,3.18,10500.0,739.0,9.12,2280.0,8.45,134.0,288000.0,37900.0,37900.0,0.0,143.0,52.6,861.0,227.0,0.0,2.35,0.48,14.3,4.13,Quilograma,73259910
73259910,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",0.575,1620.0,48.2,4.64,213.0,2.46,8.99,0.575,1620.0,48.2,4.64,213.0,2.46,8.99,325000.0,154000.0,154000.0,0.0,314.0,39.2,4600.0,794.0,0.0,2.74,0.12,31.3,7.39,Quilograma,73259910
73259910,S/NVE,S/NVE,ESPANHA,6.08,744.0,74.7,8.99,211.0,6.8,23.7,6.08,744.0,74.7,8.99,211.0,6.8,23.7,97500.0,11200.0,11200.0,1.88,113.0,111.0,229.0,65.7,0.0,2.05,1.3,6.47,2.46,Quilograma,73259910
73259910,S/NVE,S/NVE,ESTADOS UNIDOS,15.4,5000.0,743.0,353.0,1210.0,116.0,604.0,15.4,5000.0,743.0,353.0,1210.0,116.0,604.0,30300.0,86.9,86.9,0.07,44.4,18.6,277.0,71.8,0.0,1.29,0.06,17.1,3.98,Quilograma,73259910
73259910,S/NVE,S/NVE,ITALIA,3.42,297000.0,45700.0,33.6,111000.0,13.3,11300.0,3.42,297000.0,45700.0,33.6,111000.0,13.3,11300.0,24000.0,191.0,191.0,0.2,30.7,11.1,89.0,37.8,0.0,0.0485,0.0,0.33,0.124,Quilograma,73259910
73259990,S/NVE,S/NVE,ALEMANHA,1.43,945.0,217.0,15.9,401.0,1.47,62.4,1.43,945.0,217.0,15.9,401.0,1.47,62.4,611000.0,412000.0,412000.0,0.01,1310.0,1990.0,2760.0,1250.0,0.0,27.2,0.1,69.3,32.6,Quilograma,73259990
73259990,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",0.314,1870.0,62.1,7.28,301.0,1.91,11.6,0.314,1870.0,62.1,7.28,301.0,1.91,11.6,416000.0,375000.0,375000.0,0.01,1490.0,27.0,14000.0,3930.0,0.0,9.72,0.01,118.0,23.7,Quilograma,73259990
73259990,S/NVE,S/NVE,ESTADOS UNIDOS,6.03,4380.0,716.0,306.0,1290.0,60.3,417.0,6.03,4380.0,716.0,306.0,1290.0,60.3,417.0,4420.0,247.0,247.0,1.24,16.7,5.25,54.6,19.8,0.0,0.0636,0.0,0.64,0.191,Quilograma,73259990
73259990,S/NVE,S/NVE,ITALIA,2.81,13700.0,3640.0,210.0,6050.0,50.4,5730.0,2.81,13700.0,3640.0,210.0,6050.0,50.4,5730.0,4140.0,110.0,110.0,0.13,72.9,8.24,389.0,144.0,0.0,0.115,0.0,0.54,0.198,Quilograma,73259990
73261100,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",0.66,0.894,0.797,0.787,0.103,0.727,0.893,0.66,0.894,0.797,0.787,0.103,0.727,0.893,841000.0,1110000.0,1110000.0,2770.0,14400.0,13200.0,44700.0,14000.0,0.0,160.0,15.1,1030.0,387.0,Quilograma,73261100
73261900,",",", ",ALEMANHA,5.26,174.0,59.9,30.1,78.3,11.6,78.4,5.26,174.0,59.9,30.1,78.3,11.6,78.4,4970.0,714.0,714.0,2.53,10.0,6.04,25.4,10.5,0.0,1.2,0.845,3.14,1.49,Quilograma,73261900
73261900,",",", ","CHINA, REPUBLICA POPULAR",1.58,136.0,18.9,6.69,33.8,4.5,16.8,1.58,136.0,18.9,6.69,33.8,4.5,16.8,97600.0,36700.0,36700.0,0.06,561.0,16.0,4120.0,1320.0,0.0,2.52,0.02,21.3,5.65,Quilograma,73261900
73261900,",",", ",ESTADOS UNIDOS,7.67,1980.0,363.0,115.0,721.0,28.0,189.0,7.67,1980.0,363.0,115.0,721.0,28.0,189.0,2570.0,46.1,46.1,0.07,5.67,1.85,26.6,9.58,0.0,0.224,0.02,0.89,0.332,Quilograma,73261900
73261900,",",", ",INDIA,0.997,58.3,5.76,1.0,13.7,0.999,1.83,0.997,58.3,5.76,1.0,13.7,0.999,1.83,9990.0,3830.0,3830.0,0.03,24.7,4.74,186.0,35.7,0.0,0.0287,0.0,0.58,0.114,Quilograma,73261900
73261900,",,",", , ","CHINA, REPUBLICA POPULAR",1.34,26.1,15.4,17.0,10.6,10.7,21.6,1.34,26.1,15.4,17.0,10.6,10.7,21.6,1380.0,1010.0,1010.0,0.04,40.7,0.47,161.0,80.7,0.0,0.0075,0.005,0.02,0.00957,Quilograma,73261900
73261900,S/NVE,S/NVE,ALEMANHA,0.134,8760.0,214.0,25.1,669.0,11.1,119.0,0.134,8760.0,214.0,25.1,669.0,11.1,119.0,358000.0,36300.0,36300.0,0.0,37.5,0.77,3430.0,240.0,0.0,0.923,0.01,120.0,7.04,Quilograma,73261900
73261900,S/NVE,S/NVE,BELGICA,10.7,1010.0,111.0,17.7,275.0,10.7,47.4,10.7,1010.0,111.0,17.7,275.0,10.7,47.4,4800.0,337.0,337.0,0.0,6.37,0.32,70.9,19.4,0.0,0.0423,0.03,0.18,0.0555,Quilograma,73261900
73261900,S/NVE,S/NVE,CANADA,6.29,990.0,160.0,87.3,283.0,22.6,158.0,6.29,990.0,160.0,87.3,283.0,22.6,158.0,4720.0,267.0,267.0,0.02,19.1,1.9,130.0,38.5,0.0,0.25,0.02,1.97,0.58,Quilograma,73261900
73261900,S/NVE,S/NVE,"CHINA, REPUBLICA POPULAR",0.111,8650.0,112.0,17.3,601.0,6.51,33.4,0.111,8650.0,112.0,17.3,601.0,6.51,33.4,1350000.0,423000.0,423000.0,0.0,199.0,1.35,10500.0,748.0,0.0,2.88,0.01,197.0,17.9,Quilograma,73261900
73261900,S/NVE,S/NVE,"COREIA (DO SUL), REPUBLICA DA",4.49,2260.0,312.0,57.9,588.0,24.4,221.0,4.49,2260.0,312.0,57.9,588.0,24.4,221.0,32700.0,238.0,238.0,0.05,35.8,1.55,637.0,114.0,0.0,1.41,0.055,22.4,4.09,Quilograma,73261900
73261900,S/NVE,S/NVE,ESPANHA,1.11,9700.0,779.0,100.0,2030.0,8.17,288.0,1.11,9700.0,779.0,100.0,2030.0,8.17,288.0,59600.0,13200.0,13200.0,0.0,59.3,0.32,2480.0,349.0,0.0,3.61,0.09,158.0,22.1,Quilograma,73261900
73261900,S/NVE,S/NVE,ESTADOS UNIDOS,1.13,883000.0,2330.0,50.5,33300.0,20.5,276.0,1.13,883000.0,2330.0,50.5,33300.0,20.5,276.0,468000.0,17700.0,17700.0,0.0,11.1,1.0,814.0,45.9,0.0,1.29,0.18,74.8,4.14,Quilograma,73261900
73261900,S/NVE,S/NVE,FINLANDIA,29.1,1220.0,438.0,414.0,327.0,200.0,526.0,29.1,1220.0,438.0,414.0,327.0,200.0,526.0,8720.0,64.7,64.7,0.0,4.08,0.49,61.4,13.9,0.0,0.328,0.04,3.23,0.783,Quilograma,73261900
73261900,S/NVE,S/NVE,FORMOSA (TAIWAN),5.86,686.0,86.3,21.8,160.0,19.9,54.6,5.86,686.0,86.3,21.8,160.0,19.9,54.6,42200.0,1840.0,1840.0,0.1,215.0,11.4,5040.0,933.0,0.0,2.65,0.01,38.7,9.01,Quilograma,73261900
73261900,S/NVE,S/NVE,FRANCA,2.34,483.0,49.2,14.6,101.0,6.28,21.8,2.34,483.0,49.2,14.6,101.0,6.28,21.8,421000.0,113000.0,113000.0,0.0,60.8,5.48,472.0,107.0,0.0,2.43,0.0849,40.6,6.94,Quilograma,73261900
73261900,S/NVE,S/NVE,INDIA,0.315,3350.0,59.0,7.56,274.0,3.01,18.1,0.315,3350.0,59.0,7.56,274.0,3.01,18.1,387000.0,156000.0,156000.0,0.0,101.0,2.04,3100.0,422.0,0.0,0.438,0.01,10.8,1.5,Quilograma,73261900
73261900,S/NVE,S/NVE,INDONESIA,2.41,76.0,41.5,50.8,33.8,4.53,69.6,2.41,76.0,41.5,50.8,33.8,4.53,69.6,8710.0,279.0,279.0,3.93,17.8,11.7,57.9,17.7,0.15,2.01,0.33,6.7,2.92,Quilograma,73261900
73261900,S/NVE,S/NVE,ITALIA,0.69,27000.0,209.0,30.2,1550.0,8.54,79.0,0.69,27000.0,209.0,30.2,1550.0,8.54,79.0,370000.0,83900.0,83900.0,0.0,49.9,0.44,2700.0,250.0,0.0,1.29,0.02,71.7,7.53,Quilograma,73261900
73261900,S/NVE,S/NVE,JAPAO,4.49,6590.0,162.0,46.0,629.0,28.0,99.4,4.49,6590.0,162.0,46.0,629.0,28.0,99.4,183000.0,16200.0,16200.0,0.0,78.9,0.49,7800.0,648.0,0.0,0.541,0.0,61.9,4.45,Quilograma,73261900
73261900,S/NVE,S/NVE,MEXICO,4.65,14000.0,550.0,35.6,2190.0,32.9,94.3,4.65,14000.0,550.0,35.6,2190.0,32.9,94.3,20500.0,701.0,701.0,0.0,29.9,0.655,1230.0,185.0,0.0,1.36,0.0,39.9,6.25,Quilograma,73261900
